ko	description	ptw_count
K10053	CBFA2/RNUX1 translocation partner 1	3
K10054	probable transcription factor PML	7
K10055	zinc finger and BTB domain-containing protein 16	3
K10056	junction plakoglobin	5
K10057	C-type lectin domain family 4 member A	0
K10058	C-type lectin domain family 4 member D	1
K10059	C-type lectin domain family 4 member E	2
K10060	C-type lectin domain family 4 member F	0
K10061	C-type lectin superfamily 4 member G	0
K10062	collectin sub-family member 12	1
K10063	asialoglycoprotein receptor 1	1
K10064	asialoglycoprotein receptor 2	1
K10065	collectin sub-family member 10	0
K10066	collectin sub-family member 11	1
K10067	pulmonary surfactant-associated protein A	2
K10068	pulmonary surfactant-associated protein D	1
K10069	C-type lectin domain family 1 member A	0
K10070	C-type lectin domain family 1 member B	1
K10071	C-type lectin domain family 2 member B	1
K10072	C-type lectin domain family 2 member D	0
K10073	C-type lectin domain family 5 member A	0
K10074	C-type lectin domain family 7 member A	3
K10075	killer cell lectin-like receptor subfamily F member 1	0
K10076	killer cell lectin-like receptor subfamily G member 1	0
K10077	layilin	0
K10078	chondrolectin	0
K10079	sialic acid binding Ig-like lectin 12	0
K10080	lectin, mannose-binding 1	1
K10081	lectin, mannose-binding 1-like	1
K10082	lectin, mannose-binding 2	1
K10083	lectin, mannose-binding 2-like	0
K10084	ER degradation enhancer, mannosidase alpha-like 1	1
K10085	ER degradation enhancer, mannosidase alpha-like 2	1
K10086	ER degradation enhancer, mannosidase alpha-like 3	1
K10087	N-acetylglucosamine-1-phosphate transferase, gamma subunit	1
K10088	protein OS-9	1
K10089	cation-dependent mannose-6-phosphate receptor	2
K10090	galectin-2	0
K10091	galectin-4	0
K10092	galectin-7	0
K10093	galectin-9	0
K10094	nickel transport protein	1
K10095	galectin-12	0
K10096	galectin-13	0
K10097	galectin-14	0
K10098	calreticulin 3	0
K10099	F-box protein 2	2
K10100	F-box protein 6	1
K10101	F-box protein 17	0
K10102	F-box protein 27	0
K10103	F-box protein 44	0
K10104	ficolin	0
K10105	lipoyltransferase 1	2
K10106	vitamin K-dependent gamma-carboxylase [EC:4.1.1.90]	2
K10107	capsular polysaccharide transport system permease protein	1
K10108	maltose/maltodextrin transport system substrate-binding protein	2
K10109	maltose/maltodextrin transport system permease protein	1
K10110	maltose/maltodextrin transport system permease protein	1
K10111	multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	1
K10112	multiple sugar transport system ATP-binding protein	1
K10117	raffinose/stachyose/melibiose transport system substrate-binding protein	1
K10118	raffinose/stachyose/melibiose transport system permease protein	1
K10119	raffinose/stachyose/melibiose transport system permease protein	1
K10120	fructooligosaccharide transport system substrate-binding protein	0
K10121	fructooligosaccharide transport system permease protein	0
K10122	fructooligosaccharide transport system permease protein	0
K10123	putative ferrous iron transport protein C	0
K10124	carbohydrate-specific outer membrane porin	0
K10125	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	1
K10126	two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	1
K10127	protein Mdm4	2
K10128	reprimo, TP53-dependent G2 arrest mediator candidate	1
K10129	G-2 and S-phase expressed protein 1	1
K10130	leucine-rich repeats and death domain-containing protein	3
K10131	phorbol-12-myristate-13-acetate-induced protein 1	7
K10132	Bcl-2-binding component 3	9
K10133	tumor protein p53-inducible protein 3 [EC:1.-.-.-]	1
K10134	etoposide-induced 2.4 mRNA	1
K10135	scotin	1
K10136	TP53 apoptosis effector	1
K10137	zinc finger, matrin type 3	1
K10138	insulin-like growth factor-binding protein 3	3
K10139	serpin B5	2
K10140	DNA damage-binding protein 2	19
K10141	sestrin 1/3	2
K10142	metalloreductase STEAP3 [EC:1.16.1.-]	2
K10143	E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	3
K10144	RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	3
K10145	cyclin G1	2
K10146	cyclin G2	2
K10147	protein phosphatase 1D [EC:3.1.3.16]	1
K10148	tumor protein p73	4
K10149	tumor protein p63	3
K10150	cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	8
K10151	G1/S-specific cyclin-D2	18
K10152	G1/S-specific cyclin-D3	13
K10153	interferon regulatory factor 2	0
K10154	interferon regulatory factor 6	0
K10155	interferon regulatory factor 8	1
K10156	epi-isozizaene synthase [EC:4.2.3.37]	3
K10157	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [EC:2.4.1.135]	2
K10158	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]	3
K10159	toll-like receptor 2	16
K10160	toll-like receptor 4	23
K10161	toll-like receptor 9	7
K10162	BMP and activin membrane-bound inhibitor	2
K10163	forkhead box P3	2
K10164	homeobox protein Nanog	2
K10165	nucleotide-binding oligomerization domain-containing protein 2	5
K10166	T-box protein 21	3
K10167	T-cell leukemia/lymphoma 1A	1
K10168	toll-like receptor 5	5
K10169	toll-like receptor 6	4
K10170	toll-like receptor 8	1
K10171	toll-like receptor 10	0
K10172	brachyury protein	0
K10173	eomesodermin protein	0
K10174	T-box brain protein 1	0
K10175	T-box protein 1	0
K10176	T-box protein 2	1
K10177	T-box protein 3	1
K10178	T-box protein 4	0
K10179	T-box protein 5	0
K10180	T-box protein 6	0
K10181	T-box protein 10	0
K10182	T-box protein 15	0
K10183	T-box protein 18	0
K10184	T-box protein 19	0
K10185	T-box protein 20	0
K10186	T-box protein 22	0
K10187	germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]	3
K10188	lactose/L-arabinose transport system substrate-binding protein	1
K10189	lactose/L-arabinose transport system permease protein	1
K10190	lactose/L-arabinose transport system permease protein	1
K10191	lactose/L-arabinose transport system ATP-binding protein	1
K10192	oligogalacturonide transport system substrate-binding protein	1
K10193	oligogalacturonide transport system permease protein	1
K10194	oligogalacturonide transport system permease protein	1
K10195	oligogalacturonide transport system ATP-binding protein	1
K10196	glucose/arabinose transport system substrate-binding protein	1
K10197	glucose/arabinose transport system permease protein	1
K10198	glucose/arabinose transport system permease protein	1
K10199	glucose/arabinose transport system ATP-binding protein	1
K10200	N-acetylglucosamine transport system substrate-binding protein	1
K10201	N-acetylglucosamine transport system permease protein	1
K10202	N-acetylglucosamine transport system permease protein	1
K10203	elongation of very long chain fatty acids protein 6 [EC:2.3.1.199]	4
K10205	elongation of very long chain fatty acids protein 2 [EC:2.3.1.199]	4
K10206	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	5
K10207	testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]	2
K10208	4,4-diapophytoene synthase [EC:2.5.1.96]	2
K10209	4,4-diapophytoene desaturase [EC:1.3.8.2]	1
K10210	diapolycopene oxygenase [EC:1.14.99.44]	1
K10211	4,4-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]	1
K10212	glycosyl-4,4-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	1
K10213	ribosylpyrimidine nucleosidase [EC:3.2.2.8]	3
K10214	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3]	4
K10215	monooxygenase [EC:1.14.13.-]	2
K10216	2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]	6
K10217	aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	6
K10218	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	3
K10219	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	5
K10220	4-oxalmesaconate hydratase [EC:4.2.1.83]	2
K10221	2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	3
K10222	2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8]	4
K10223	cholesterol 25-hydroxylase [EC:1.14.99.38]	1
K10224	acyl-CoA (8-3)-desaturase (Delta-5 desaturase) [EC:1.14.19.44]	2
K10225	fatty acid desaturase 3 (Delta-13 desaturase) [EC:1.14.19.-]	0
K10226	acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]	5
K10227	sorbitol/mannitol transport system substrate-binding protein	1
K10228	sorbitol/mannitol transport system permease protein	1
K10229	sorbitol/mannitol transport system permease protein	1
K10231	kojibiose phosphorylase [EC:2.4.1.230]	0
K10232	alpha-glucoside transport system substrate-binding protein	1
K10233	alpha-glucoside transport system permease protein	1
K10234	alpha-glucoside transport system permease protein	1
K10235	alpha-glucoside transport system ATP-binding protein	1
K10236	trehalose/maltose transport system substrate-binding protein	1
K10237	trehalose/maltose transport system permease protein	1
K10238	trehalose/maltose transport system permease protein	1
K10240	cellobiose transport system substrate-binding protein	1
K10241	cellobiose transport system permease protein	1
K10242	cellobiose transport system permease protein	1
K10244	elongation of very long chain fatty acids protein 5 [EC:2.3.1.199]	4
K10245	fatty acid elongase 2 [EC:2.3.1.199]	4
K10246	fatty acid elongase 3 [EC:2.3.1.199]	4
K10247	elongation of very long chain fatty acids protein 1 [EC:2.3.1.199]	2
K10248	elongation of very long chain fatty acids protein 3 [EC:2.3.1.199]	2
K10249	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	2
K10250	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]	2
K10251	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	6
K10252	beta,beta-carotene 9,10-dioxygenase [EC:1.13.11.71]	0
K10253	DOPA 4,5-dioxygenase [EC:1.14.99.-]	0
K10254	oleate hydratase [EC:4.2.1.53]	0
K10255	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	1
K10256	omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]	2
K10257	acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
K10258	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	4
K10259	F-box and WD-40 domain protein MET30	2
K10260	F-box and WD-40 domain protein 7	1
K10261	F-box and WD-40 domain protein 2	0
K10262	F-box and WD-40 domain protein 4	0
K10263	F-box and WD-40 domain protein 5	0
K10264	F-box and WD-40 domain protein 8	1
K10265	F-box and WD-40 domain protein 9	0
K10266	F-box and WD-40 domain protein 10	0
K10267	F-box and WD-40 domain protein 12/13/14/15/16/17/19	0
K10268	F-box and leucine-rich repeat protein 2/20	0
K10269	F-box and leucine-rich repeat protein 3	1
K10270	F-box and leucine-rich repeat protein 4	0
K10271	F-box and leucine-rich repeat protein 5	0
K10272	F-box and leucine-rich repeat protein 6	0
K10273	F-box and leucine-rich repeat protein 7	0
K10274	F-box and leucine-rich repeat protein 8	0
K10275	F-box and leucine-rich repeat protein 9	0
K10276	F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]	0
K10277	lysine-specific demethylase 8 [EC:1.14.11.27]	0
K10278	F-box and leucine-rich repeat protein 12	0
K10279	F-box and leucine-rich repeat protein 13	0
K10280	F-box and leucine-rich repeat protein 14	0
K10281	F-box and leucine-rich repeat protein 15	0
K10282	F-box and leucine-rich repeat protein 16	0
K10283	F-box and leucine-rich repeat protein 17	0
K10284	F-box and leucine-rich repeat protein 18	0
K10285	F-box and leucine-rich repeat protein 19	0
K10287	F-box and leucine-rich repeat protein 21	0
K10288	F-box and leucine-rich repeat protein 22	0
K10289	F-box protein 1 (cyclin F)	0
K10290	F-box protein 3	0
K10291	F-box protein 4	1
K10292	F-box protein 5	1
K10293	F-box protein 7	0
K10294	F-box protein 8	0
K10295	F-box protein 9	0
K10296	F-box protein 10	0
K10297	F-box protein 11	0
K10298	F-box protein 15	0
K10299	F-box protein 16	0
K10300	F-box protein, helicase, 18 [EC:3.6.4.12]	0
K10301	F-box protein 21	0
K10302	F-box protein 22	0
K10303	F-box protein 23	0
K10304	F-box protein 24	0
K10305	F-box protein 25/32	1
K10306	F-box protein 28	0
K10307	F-box protein 30	0
K10308	F-box protein 31	0
K10310	F-box protein 33	0
K10311	F-box protein 34	0
K10312	F-box protein 36	0
K10313	F-box protein 38	0
K10314	F-box protein 39	0
K10315	F-box protein 40	0
K10316	F-box protein 41	0
K10317	F-box protein 42	0
K10318	F-box protein 43	1
K10319	F-box protein 45	0
K10320	F-box protein 46	0
K10321	F-box protein 47	0
K10323	ankyrin repeat and SOCS box protein 1	0
K10324	ankyrin repeat and SOCS box protein 2	0
K10325	ankyrin repeat and SOCS box protein 3	0
K10326	ankyrin repeat and SOCS box protein 4	0
K10327	ankyrin repeat and SOCS box protein 5	0
K10328	ankyrin repeat and SOCS box protein 6	0
K10329	ankyrin repeat and SOCS box protein 7	0
K10330	ankyrin repeat and SOCS box protein 8	0
K10331	ankyrin repeat and SOCS box protein 9	0
K10332	ankyrin repeat and SOCS box protein 10	0
K10333	ankyrin repeat and SOCS box protein 11	0
K10334	ankyrin repeat and SOCS box protein 12	0
K10335	ankyrin repeat and SOCS box protein 13	0
K10336	ankyrin repeat and SOCS box protein 14	0
K10337	ankyrin repeat and SOCS box protein 15	0
K10338	ankyrin repeat and SOCS box protein 16	0
K10339	ankyrin repeat and SOCS box protein 17	0
K10340	ankyrin repeat and SOCS box protein 18	0
K10341	WD repeat and SOCS box-containing protein 1	0
K10342	WD repeat and SOCS box-containing protein 2	0
K10343	SPRY domain-containing SOCS box protein 1/4	0
K10344	SPRY domain-containing SOCS box protein 2	0
K10345	SPRY domain-containing SOCS box protein 3	0
K10347	leucine-rich repeat-containing protein 41	0
K10348	LRR-repeat protein 1	0
K10349	Fem-1 homolog b	0
K10350	Zyg-11 protein homolog	0
K10351	myosin regulatory light chain 2	9
K10352	myosin heavy chain	1
K10353	deoxyadenosine kinase [EC:2.7.1.76]	2
K10354	actin, alpha skeletal muscle	0
K10355	actin, other eukaryote	0
K10356	myosin I	0
K10357	myosin V	0
K10358	myosin VI	0
K10359	myosin VIIa	0
K10360	myosin IX	0
K10361	myosin XV	0
K10362	myosin XVIII	0
K10363	destrin (actin-depolymerizing factor)	0
K10364	capping protein (actin filament) muscle Z-line, alpha	1
K10365	capping protein (actin filament) muscle Z-line, beta	1
K10366	dystrophin	4
K10367	formin 1	0
K10368	capping protein (actin filament), gelsolin-like	0
K10369	supervillin	0
K10370	tropomodulin	0
K10371	troponin I, slow skeletal muscle	0
K10372	troponin T, slow skeletal muscle	0
K10373	tropomyosin 1	5
K10374	tropomyosin 2	4
K10375	tropomyosin 4	4
K10376	desmuslin	0
K10377	syncoilin 1	0
K10378	filensin	0
K10379	phakinin	0
K10380	ankyrin	2
K10381	desmoplakin	1
K10382	dystonin	0
K10383	envoplakin	0
K10384	filaggrin	0
K10385	loricrin	0
K10386	periplakin	0
K10387	plakophilin 1	0
K10388	plectin	0
K10389	tubulin gamma	1
K10390	tubulin delta	0
K10391	tubulin epsilon	0
K10392	kinesin family member 1	0
K10393	kinesin family member 2/24	0
K10394	kinesin family member 3A	1
K10395	kinesin family member 4/21/27	0
K10396	kinesin family member 5	2
K10397	kinesin family member 6/9	0
K10398	kinesin family member 11	0
K10399	kinesin family member 12	0
K10400	kinesin family member 15	0
K10401	kinesin family member 18/19	0
K10402	kinesin family member 20	0
K10403	kinesin family member 22	1
K10404	kinesin family member 26	0
K10405	kinesin family member C1	0
K10406	kinesin family member C2/C3	0
K10407	kinesin light chain	1
K10408	dynein heavy chain, axonemal	1
K10409	dynein intermediate chain 1, axonemal	1
K10410	dynein light intermediate chain, axonemal	1
K10411	dynein light chain 1, axonemal	1
K10412	dynein light chain 4, axonemal	1
K10413	dynein heavy chain 1, cytosolic	3
K10414	dynein heavy chain 2, cytosolic	3
K10415	dynein intermediate chain, cytosolic	3
K10416	dynein light intermediate chain 1, cytosolic	3
K10417	dynein light intermediate chain 2, cytosolic	1
K10418	dynein light chain LC8-type	1
K10419	dynein light chain roadblock-type	0
K10420	dynein light chain Tctex-type 1	0
K10421	CAP-Gly domain-containing linker protein 1	1
K10422	CAP-Gly domain-containing linker protein 2	0
K10423	CAP-Gly domain-containing linker protein 3/4	0
K10424	dynactin 2	2
K10425	dynactin 3	0
K10426	dynactin 4	2
K10427	dynactin 5	1
K10428	dynactin 6	1
K10429	microtubule-associated protein 1	0
K10430	microtubule-associated protein 2	0
K10431	microtubule-associated protein 4	0
K10432	microtubule-associated protein 6	0
K10433	microtubule-associated protein 7	0
K10434	microtubule-associated protein 9	0
K10435	microtubule-associated protein 1 light chain	1
K10436	microtubule-associated protein, RP/EB family	0
K10437	phenylacetate 2-hydroxylase [EC:1.14.14.54]	4
K10438	3-hydroxyphenylacetate 6-hydroxylase [EC:1.14.13.63]	2
K10439	ribose transport system substrate-binding protein	2
K10440	ribose transport system permease protein	1
K10441	ribose transport system ATP-binding protein [EC:3.6.3.17]	1
K10442	kelch-like protein 1/4/5	0
K10443	kelch-like protein 2/3	0
K10444	kelch-like protein 6	0
K10445	kelch-like protein 7	0
K10446	kelch-like protein 8	0
K10447	kelch-like protein 9/13	1
K10448	kelch-like protein 10	0
K10449	kelch-like protein 11	0
K10450	kelch-like protein 12	0
K10451	kelch-like protein 14	0
K10452	kelch-like protein 15	0
K10453	kelch-like protein 16 (gigaxonin)	0
K10454	kelch-like protein 17 (actinfilin)	0
K10455	kelch-like protein 18	0
K10456	kelch-like protein 19	4
K10457	kelch-like protein 20	0
K10458	kelch-like protein 21	0
K10459	kelch-like protein 22	0
K10460	kelch-like protein 23	0
K10461	kelch-like protein 24/35	0
K10462	kelch-like protein 25/37 (ectoderm-neural cortex protein)	0
K10463	kelch-like protein 26	0
K10464	kelch-like protein 28	0
K10465	kelch-like protein 29	0
K10466	kelch-like protein 30	0
K10467	kelch-like protein 31	0
K10468	kelch-like protein 32	0
K10469	kelch-like protein 34	0
K10470	kelch repeat and BTB domain-containing protein 2	0
K10471	kelch repeat and BTB domain-containing protein 3	0
K10472	kelch repeat and BTB domain-containing protein 4	0
K10473	kelch repeat and BTB domain-containing protein 5/10	0
K10474	kelch repeat and BTB domain-containing protein 6/7	0
K10475	kelch repeat and BTB domain-containing protein 8	0
K10476	kelch repeat and BTB domain-containing protein 11	0
K10477	BTB/POZ domain-containing protein 1/2	0
K10478	BTB/POZ domain-containing protein 3/6	0
K10479	BTB/POZ domain-containing protein 7	0
K10480	BTB/POZ domain-containing protein 8	0
K10481	BTB/POZ domain-containing protein 9	0
K10482	BTB/POZ domain-containing protein 10	0
K10483	BTB/POZ domain-containing protein 11	0
